Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,Prof_Cat
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.37,2,0.2,-19.56,IL,Loss
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.04,IL,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.9,6,0.2,56.69,IL,Profit
Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0.0,6.93,NY,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,0.0,6.65,NY,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.13,NY,Profit
Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.62,2,0.8,-4.47,TX,Loss
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.98,3,0.4,-510.0,TX,Loss
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.96,7,0.4,-252.0,TX,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.22,4,0.2,28.72,IL,Profit
Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2,0.0,35.16,CA,Profit
Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.02,3,0.2,4.73,NC,Profit
Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0.0,0.3,NJ,Profit
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.21,1,0.2,-7.44,OH,Loss
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.58,3,0.2,21.59,OH,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,0.0,210.49,CA,Profit
First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,0.0,92.37,CA,Profit
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,0.0,2.32,CA,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.1,CA,Profit
First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,0.0,4.06,CA,Profit
First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,0.0,1.55,CA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.65,2,0.2,4.08,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.18,4,0.2,5.91,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.71,6,0.2,5.97,PA,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.69,PA,Profit
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.43,TX,Loss
Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,TX,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.94,CA,Profit
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.84,OR,Profit
Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,OR,Profit
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.1,6,0.2,10.89,OR,Profit
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.06,7,0.7,-169.37,FL,Loss
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.53,2,0.2,24.32,FL,Profit
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.31,FL,Loss
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.1,7,0.2,6.68,OH,Profit
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.5,8,0.2,6.24,OH,Profit
Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.98,2,0.2,54.4,OH,Profit
Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7,OH,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.42,8,0.2,78.86,CO,Profit
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.35,3,0.2,20.16,CO,Profit
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.35,3,0.2,-24.56,CO,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88,CO,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.55,3,0.2,9.3,CO,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0.0,15.55,NJ,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0.0,10.82,NJ,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0.0,27.32,NJ,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0.0,38.02,NJ,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0.0,6.57,NJ,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.08,3,0.5,-131.44,IL,Loss
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0.0,12.86,NY,Profit
Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0.0,2.85,MI,Profit
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0.0,20.92,NJ,Profit
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0.0,83.87,NJ,Profit
First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0.0,2.0,VA,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.14,4,0.2,3.59,CO,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.77,2,0.2,52.51,CO,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.23,1,0.2,1.71,CO,Profit
Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.26,3,0.2,2.04,CO,Profit
Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0.0,37.64,NJ,Profit
Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.38,2,0.2,22.3,FL,Profit
Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.55,3,0.2,5.44,FL,Profit
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.14,4,0.2,8.67,PA,Profit
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.88,1,0.1,24.16,NY,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0.0,1995.99,NY,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0.0,80.02,NY,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,4,0.0,129.6,NY,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0.0,13.07,NY,Profit
Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,CA,Profit
Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.74,CA,Profit
Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0.0,35.0,CA,Profit
Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.99,1,0.2,1.0,TN,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.9,3,0.4,-67.88,PA,Loss
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.22,2,0.2,3.39,PA,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.74,4,0.3,-258.5,PA,Loss
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.83,PA,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.76,6,0.7,-27.69,PA,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7,PA,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.72,2,0.7,-13.82,PA,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.9,3,0.7,-3.43,PA,Loss
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.75,1,0.2,1.6,CA,Profit
Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.98,2,0.2,335.99,CA,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.37,4,0.2,4.49,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.71,2,0.2,2.8,CA,Profit
Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.35,3,0.2,-17.46,CA,Loss
Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0.0,2.33,UT,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.86,4,0.2,1.12,PA,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.98,PA,Loss
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.99,13,0.2,10.07,PA,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.93,12,0.4,8.39,PA,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,TX,Loss
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.98,3,0.2,4.8,CA,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0.0,3.1,MA,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0.0,11.54,MA,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0.0,4.15,MA,Profit
First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0.0,2.31,NY,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0.0,11.54,NY,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.05,1,0.2,1.07,NY,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.09,NY,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.17,4,0.2,1415.43,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.7,6,0.2,-4.86,NY,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0.0,3.8,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0.0,6.99,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0.0,15.82,NY,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.32,NC,Profit
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,0.0,168.44,GA,Profit
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0.0,9.94,GA,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.94,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.65,3,0.1,86.87,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0.0,1.45,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0.0,20.73,NY,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,0.0,8.48,CA,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,4,0.0,10.44,CT,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2,0.0,0.15,CT,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,7,0.0,29.34,CT,Profit
Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0.0,271.42,CT,Profit
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.4,TX,Profit
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,53.42,3,0.2,4.67,TX,Profit
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Binders,8.16,5,0.7,-5.71,AZ,Loss
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,1023.94,8,0.2,179.19,AZ,Profit
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Art,9.24,1,0.2,0.92,AZ,Profit
Standard Class,Consumer,Tucson,Arizona,West,Technology,Accessories,479.04,10,0.2,-29.94,AZ,Loss
First Class,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,99.14,4,0.2,30.98,IL,Profit
Standard Class,Corporate,Franklin,Massachusetts,East,Furniture,Tables,1488.42,7,0.3,-297.68,MA,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,8.65,3,0.8,-20.33,TX,Loss
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,23.83,3,0.2,2.68,TX,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.18,4,0.8,-18.87,TX,Loss
First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,50.96,7,0.0,25.48,CA,Profit
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,49.54,3,0.2,17.34,CA,Profit
Second Class,Corporate,Taylor,Michigan,Central,Technology,Accessories,41.9,2,0.0,8.8,MI,Profit
Standard Class,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,375.46,3,0.45,-157.01,FL,Loss
Standard Class,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,83.98,3,0.2,-1.05,FL,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,482.34,4,0.7,-337.64,PA,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,2.96,1,0.2,0.78,PA,Profit
First Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,2.62,1,0.2,0.43,OH,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.36,4,0.2,7.88,NY,Profit
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,39.98,2,0.0,13.59,NY,Profit
Second Class,Consumer,Des Moines,Washington,West,Technology,Phones,246.38,2,0.2,27.72,WA,Profit
Second Class,Consumer,Des Moines,Washington,West,Technology,Copiers,1799.97,3,0.0,701.99,WA,Profit
Second Class,Corporate,Peoria,Illinois,Central,Office Supplies,Binders,12.46,3,0.8,-20.56,IL,Loss
Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.79,3,0.2,25.58,NV,Profit
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Storage,49.96,2,0.0,9.49,RI,Profit
Second Class,Corporate,Warwick,Rhode Island,East,Office Supplies,Paper,12.96,2,0.0,6.22,RI,Profit
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Supplies,70.12,4,0.0,21.04,MI,Profit
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,35.95,3,0.2,3.6,TX,Profit
Second Class,Consumer,Houston,Texas,Central,Furniture,Bookcases,2396.27,4,0.32,-317.15,TX,Loss
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,131.14,4,0.2,-32.78,TX,Loss
Second Class,Consumer,Houston,Texas,Central,Technology,Accessories,57.58,2,0.2,0.72,TX,Profit
First Class,Consumer,Miami,Florida,South,Office Supplies,Paper,9.57,2,0.2,3.47,FL,Profit
Standard Class,Corporate,Wilmington,North Carolina,South,Office Supplies,Art,39.07,6,0.2,9.77,NC,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,35.91,3,0.0,9.7,NY,Profit
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,179.95,5,0.0,37.79,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,1199.98,3,0.2,434.99,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,27.15,5,0.0,13.3,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Tables,1004.02,7,0.2,-112.95,CA,Loss
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,9.68,1,0.0,4.65,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,28.35,9,0.0,13.61,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,55.98,1,0.0,27.43,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Bookcases,1336.83,13,0.15,31.45,CA,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,113.57,2,0.2,-18.45,CA,Loss
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,139.86,7,0.0,65.73,WA,Profit
Standard Class,Corporate,Seattle,Washington,West,Furniture,Chairs,307.14,4,0.2,26.87,WA,Profit
Standard Class,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,8,0.0,25.9,CA,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,383.8,5,0.2,38.38,CA,Profit
Standard Class,Corporate,Richmond,Kentucky,South,Office Supplies,Paper,5.78,1,0.0,2.83,KY,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,9.32,4,0.0,2.7,CA,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,15.25,1,0.0,7.02,CA,Profit
First Class,Consumer,Louisville,Colorado,West,Technology,Accessories,196.75,6,0.2,56.57,CO,Profit
Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,56.56,4,0.0,14.71,MA,Profit
Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,32.7,3,0.0,8.5,MA,Profit
Second Class,Consumer,Jackson,Mississippi,South,Furniture,Chairs,866.4,4,0.0,225.26,MS,Profit
Second Class,Corporate,Canton,Michigan,Central,Furniture,Furnishings,28.4,2,0.0,11.08,MI,Profit
Second Class,Corporate,Canton,Michigan,Central,Office Supplies,Binders,287.92,8,0.0,138.2,MI,Profit
First Class,Home Office,New Rochelle,New York,East,Technology,Machines,69.99,1,0.0,30.1,NY,Profit
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Art,6.67,6,0.2,0.5,TX,Profit
Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Binders,189.59,2,0.7,-145.35,NC,Loss
Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,408.74,7,0.2,76.64,NC,Profit
Standard Class,Home Office,Gastonia,North Carolina,South,Technology,Accessories,291.96,5,0.2,54.74,NC,Profit
Standard Class,Home Office,Gastonia,North Carolina,South,Office Supplies,Storage,4.77,2,0.2,-0.77,NC,Loss
First Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Storage,714.3,5,0.0,207.15,MA,Profit
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,4.81,2,0.7,-3.69,FL,Loss
Standard Class,Consumer,Jacksonville,Florida,South,Technology,Accessories,247.8,5,0.2,-18.58,FL,Loss
Second Class,Home Office,Chicago,Illinois,Central,Technology,Machines,1007.98,3,0.3,43.2,IL,Profit
Second Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,313.49,7,0.2,113.64,IL,Profit
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,31.87,8,0.2,11.55,TX,Profit
Second Class,Corporate,New York City,New York,East,Furniture,Chairs,207.85,3,0.1,2.31,NY,Profit
Second Class,Consumer,Detroit,Michigan,Central,Furniture,Furnishings,12.22,1,0.0,3.67,MI,Profit
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,194.94,3,0.0,23.39,MI,Profit
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,70.95,3,0.0,20.58,MI,Profit
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Paper,91.36,4,0.0,42.03,MI,Profit
Second Class,Consumer,Detroit,Michigan,Central,Furniture,Chairs,242.94,3,0.0,29.15,MI,Profit
Second Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,22.05,7,0.0,10.58,MI,Profit
Second Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,2.91,1,0.0,1.37,IN,Profit
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,59.52,3,0.0,15.48,NY,Profit
Second Class,Consumer,Auburn,New York,East,Office Supplies,Storage,161.94,3,0.0,9.72,NY,Profit
Second Class,Consumer,Auburn,New York,East,Office Supplies,Art,263.88,6,0.0,71.25,NY,Profit
